Serial No. Of Polling Station,All India Anna Dravida Munnetra Kazhagam,Naam Tamilar Katchi,Dravida Munnetra Kazhagam,Tamilaga Vettri Kazhagam,Naam Indiar Party,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Puthiya Tamilagam,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Independent.5,Independent.6,Independent.7,Total of Valid Votes,No. Of Rejected Votes,NOTA,Total,No. Of Tendered Votes,Part No,Location and Name of Building in which Polling Station Located,Polling Area,Polling Station Type,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,All India Anna Dravida Munnetra Kazhagam_Rank,Naam Tamilar Katchi_Rank,Dravida Munnetra Kazhagam_Rank,Tamilaga Vettri Kazhagam_Rank,Naam Indiar Party_Rank,All India Puratchi Thalaivar Makkal Munnettra Kazhagam_Rank,Puthiya Tamilagam_Rank,Independent_Rank,Margin_Percentage,Total_Independent_Votes,AIADMK_share_pct,NTK_share_pct,DMK_share_pct,TVK_share_pct,NIP_share_pct,AIPTMK_share_pct,PT_share_pct,IND_share_pct,Cluster_ID
220,195,12,76,57,0,0,0,2,0,0,0,0,0,1,1,342,0,3,345,0,220,Govt  High School New Building North Side Ariyanayagipuram,"1.Mutthaiyapuram (R.V) And (P) Mutthaiyapuram ,
2.Mutthaiyapuram (R.V) And (P) Mutthaiyapuram Block 1 , 3.Matharajapuram (R.V) And (P) Matharajapuram Block 5 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,195,76,119,Dravida Munnetra Kazhagam,1,4,2,3,6,6,6,5,34.7953216374269,2,57.01754385964912,3.508771929824561,22.22222222222222,16.66666666666666,0.0,0.0,0.0,0.5847953216374269,2
221,167,56,203,163,0,1,133,5,0,0,0,2,2,1,0,728,0,0,728,0,221,"Panchayat  Union Middle School, Thathaneri","1.ThathaNeri (R.V) And (P) ThathaNeri Block 1 , 2.ThathaNeri (R.V)
And (P) ThathaNeri Block 2 , 3.ThathaNeri (R.V) And (P) Ramasamypuram Block 4 , 4.Kannimarkuttam (R.V), ThathaNeri (P) Kannimarkuttam Block 6 , 5.Kannimarkuttam (R.V), Thathanari (P)
Ucimaciyapuram Block 6 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,203,167,36,All India Anna Dravida Munnetra Kazhagam,2,5,1,3,8,7,4,6,4.945054945054945,5,22.93956043956044,7.692307692307693,27.88461538461539,22.39010989010989,0.0,0.1373626373626374,18.26923076923077,0.6868131868131868,0
222,93,25,134,81,0,20,1,0,0,0,0,0,0,0,0,354,0,1,355,0,222,Shengavinayagar  Hindu Primery School M.Kumarasakkanapuram,"1.Kumarasakkanapuram (R.V) And (P) North Street Block 1 ,
2.M.Kumara Sakkanapuram (R.V) And (P) South Street Block 2 , 3.M. Subramaniapuram (R.V), Kumara Sakkanapuram (P) Veerakanchipuram Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,134,93,41,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,5,6,7,11.5819209039548,0,26.27118644067797,7.062146892655368,37.85310734463277,22.88135593220339,0.0,5.649717514124294,0.2824858757062147,0.0,3
223,224,42,291,146,1,12,1,2,1,0,0,0,0,1,0,719,0,3,722,0,223,"Hindu Ganapathikasinathan primary School East  Building, K.
Thangamalpuram","1.K. Thangammalpuram (R.V) And (P) K. Thangammalpuram Block 1
, 2.K. Thangammalpuram (R.V) And (P) K. Thangammalpuram Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,291,224,67,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,5,7,6,9.318497913769123,2,31.15438108484005,5.84144645340751,40.47287899860918,20.30598052851182,0.1390820584144645,1.668984700973574,0.1390820584144645,0.2781641168289291,3
224,219,45,198,226,1,1,0,3,0,0,0,0,0,2,0,693,0,1,694,0,224,"St.  Thanislas Primery  School Eastern Portion, Soorangudi","1.Soorankudi (R.V) And (P) North Street Block 1 , 2.Soorankudi (R.V) And (P) Mela Street Block 1 , 3.Soorangudi (R.V) And (P) Pillaiyar Kovil Street Block 1 , 4.Soorangudi (R.V) And (P) Utchi natham Road West  Block 1 , 5.Soorangudi (R.V) And (P) Middle Street Block 2 6.Soorankudi (R.V) and (P) South Street Block 3 , 7.Soorangudi (R.V) And (P) Bharathiyar  Street Block 4 , 8.Soorangudi (R.V) And (P) Corner  Road Juntion Block 4 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,226,219,7,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,6,6,8,5,1.01010101010101,3,31.6017316017316,6.493506493506493,28.57142857142857,32.61183261183261,0.1443001443001443,0.1443001443001443,0.0,0.4329004329004329,1
225,130,51,175,121,0,2,17,4,0,0,0,0,2,2,0,500,0,1,501,0,225,"St.  Thanislas Primary School Western
Portion, Soorangudi","1.Soorankudi (R.V) And (P) Keela Street Block 4 , 999.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,175,130,45,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,7,5,6,9.0,4,26.0,10.2,35.0,24.2,0.0,0.4,3.4,0.8,0
226,129,34,188,143,2,7,1,4,0,0,0,0,1,2,1,508,0,2,510,0,226,"St.  Thanislas Primary School, New Building, East  Side, Soorangudi","1.Soorangudi (R.V) And (P) North Street Block 4 , 2.Soorangudi (R.V)
And (P) Arunthathiyar  Street Block 4 , 3.Soorangudi (R.V) And (P)
Aathidravidar Colony Street Block 4 , 4.Soorangudi (R.V) And (P) Silon Colony Block 4 999.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,188,143,45,Tamilaga Vettri Kazhagam,3,4,1,2,7,5,8,6,8.858267716535433,4,25.39370078740157,6.692913385826772,37.00787401574803,28.1496062992126,0.3937007874015748,1.377952755905512,0.1968503937007874,0.7874015748031495,1
227,167,89,226,250,1,1,1,4,0,0,0,2,1,1,0,739,0,3,742,0,227,"St.Sebasthiyar  Middle School East Building, Vembar","1.Vembaor  (R.V) And (P) Ambalakarar  Street Block 3 , 2.Vembaor
(R.V) And (P) Rajapalayam Block 2 , 3.Vembaor  (R.V) And (P) Melaramarayapuram Block 5 , 4.Vembaor  (R.V) And (P) Siluvaipuram Block 5 , 5.Vembar (R.V) And (P) Rayappapuram Block 6 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,250,226,24,Dravida Munnetra Kazhagam,3,4,2,1,6,6,6,5,3.247631935047361,4,22.59810554803789,12.04330175913396,30.58186738836265,33.82949932341001,0.1353179972936401,0.1353179972936401,0.1353179972936401,0.5412719891745602,1
228,93,60,317,391,1,5,0,6,0,0,1,1,3,1,0,873,0,4,877,0,228,"St.Sebasthiyar  Middle School West Main
Building, Vembar","1.Vembaor  (R.V) And (P) Vembaor  block 1 , 2.Vembaor  (R.V) And (P)
Vembaor  Block 2 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,391,317,74,Dravida Munnetra Kazhagam,3,4,2,1,7,6,8,5,8.47651775486827,6,10.65292096219931,6.872852233676976,36.31156930126002,44.7880870561283,0.1145475372279496,0.572737686139748,0.0,0.6872852233676976,1
229,178,86,186,168,1,0,0,4,0,0,0,0,1,2,1,623,0,2,625,0,229,"Panchayat  Union Primary  School, New
Building, Keela Shunmugapuram","1.M. Shunmugapuram (R.V) And (P) KeelaShunmugapuram Block 2
999.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,186,178,8,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,6,7,7,5,1.284109149277689,4,28.57142857142857,13.80417335473515,29.85553772070626,26.96629213483146,0.1605136436597111,0.0,0.0,0.6420545746388443,0
230,67,110,434,324,2,0,0,3,1,0,0,1,0,1,0,940,0,1,941,0,230,"St.  Peter  Middle School Western Side North Building, Vembar
Subramaniyapuram","1.Vembar  (R.V), Vembar South (P) Subbramaniyapuram Block 1 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,434,324,110,Tamilaga Vettri Kazhagam,4,3,1,2,6,7,7,5,11.70212765957447,3,7.127659574468086,11.70212765957447,46.17021276595744,34.46808510638298,0.2127659574468085,0.0,0.0,0.3191489361702127,3
231,81,65,276,217,3,1,0,5,0,0,0,0,2,2,0,648,0,1,649,0,231,"St.Peter  Middle School South Side West Building, Vembar Subramaniyapuram","1.Vembar  (R.V), Vembar South (P) Subbramaniyapuram Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,276,217,59,Tamilaga Vettri Kazhagam,3,4,1,2,6,7,8,5,9.104938271604938,5,12.5,10.03086419753086,42.5925925925926,33.48765432098765,0.4629629629629629,0.154320987654321,0.0,0.7716049382716049,3
232,216,103,204,227,0,1,0,9,1,0,1,1,3,0,2,760,0,0,760,0,232,"Hindu Nadar  Uravienmurai Committee Primary School North Eastern portion,
Valasamudiram Vembar","2.Vembar  (R.V), Vembar South (P) Valasamuthiram Block 2 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,227,216,11,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,7,6,7,5,1.447368421052632,9,28.42105263157895,13.55263157894737,26.84210526315789,29.86842105263158,0.0,0.131578947368421,0.0,1.18421052631579,0
233,180,86,283,250,0,2,1,12,2,0,0,3,2,4,1,814,0,1,815,0,233,"Hindu Nadar  Uravienmurai Committee Primary School South Western portion, Valasamudrapuram Vembar","1.Vembar  (R.V), Vembar South (P) Valasamuthiram Block1 ,
2.Vembar  (R.V), Vembar South (P) Pachiyapuram Block 3 , 3.Vembar (R.V), Vembar South (P) Pachiyapuram Block 3 , 4.Vembar (R.V), Vembar South (P) Matharachipuram Block 3 5.Vembar(R.V), Vembar South (P) Attrukku akkari Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,283,250,33,Tamilaga Vettri Kazhagam,3,4,1,2,8,6,7,5,4.054054054054054,12,22.11302211302211,10.56511056511057,34.76658476658477,30.71253071253071,0.0,0.2457002457002457,0.1228501228501229,1.474201474201474,1
234,78,56,250,195,1,1,0,2,0,0,0,0,0,2,0,583,0,0,583,0,234,"St.  Antoniyar  High School New Building West  Portion, Periasamypuram","1.Periyasamypuram (R.V) And (P) Periyasamypuram Block 1,
3.Periyasamypuram (R.V) And (P) Kunjaipuram Block 3 , 4.Periyasamypuram (R.V) And (P) Muthaiapuram Block 4 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,250,195,55,Tamilaga Vettri Kazhagam,3,4,1,2,6,6,8,5,9.433962264150944,2,13.37907375643225,9.605488850771868,42.88164665523156,33.44768439108062,0.1715265866209262,0.1715265866209262,0.0,0.3430531732418525,3
235,109,86,267,186,0,0,0,0,0,0,0,0,0,0,0,648,0,2,650,0,235,"St.  Antoniyar  High School, East  portion,
Periasamypuram","2.Periyasamypuram (R.V) And (P) Periyasamypuram Block 2
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,267,186,81,Tamilaga Vettri Kazhagam,3,4,1,2,5,5,5,5,12.5,0,16.82098765432099,13.27160493827161,41.2037037037037,28.7037037037037,0.0,0.0,0.0,0.0,3
236,145,22,103,76,0,0,0,0,0,0,0,0,0,0,0,346,0,0,346,0,236,"Village Panchyat  sevai centre building, M
Shanmugapuram","1.M. Shunmugapuram (R.V) And (P) M. Shunmugapuram Block 1
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,145,103,42,Dravida Munnetra Kazhagam,1,4,2,3,5,5,5,5,12.13872832369942,0,41.90751445086705,6.358381502890173,29.76878612716763,21.96531791907514,0.0,0.0,0.0,0.0,2
237,266,38,224,157,1,0,0,5,0,1,0,0,1,2,1,691,0,3,694,0,237,"Panchayat  Union primary  School Old
Building , Melmanthai","1.Melmanthai (R.V) And (P) Melmanthai Block 2 99.OVERSEAS
ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,266,224,42,Dravida Munnetra Kazhagam,1,4,2,3,6,7,7,5,6.078147612156296,5,38.49493487698987,5.499276410998553,32.41678726483357,22.72069464544139,0.1447178002894356,0.0,0.0,0.723589001447178,2
238,180,67,200,120,0,0,10,5,0,0,0,1,0,3,1,582,0,1,583,0,238,"Panchayat  Union primary  School New
Building, Melmanthai","1.Melmanthai (R.V) And (P) Melmanthai Block 1 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,200,180,20,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,7,5,6,3.436426116838488,5,30.92783505154639,11.51202749140893,34.36426116838488,20.61855670103093,0.0,0.0,1.718213058419244,0.859106529209622,0
239,153,87,336,160,0,3,15,12,1,0,2,0,0,1,7,766,0,3,769,0,239,"T.N.D.T.A Primary  School, E
Velayuthapuram","1.E. Velayuthapuram (R.V), Melmanthai (P) E. Velauthapuram Block
3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,336,160,176,Tamilaga Vettri Kazhagam,3,4,1,2,8,7,5,6,22.97650130548303,12,19.97389033942559,11.35770234986945,43.86422976501306,20.88772845953002,0.0,0.3916449086161879,1.95822454308094,1.566579634464752,3
240,353,85,299,234,3,0,15,8,0,0,0,2,0,2,3,997,0,6,1003,0,240,"Panchayat  Union Middle School New Building South side East  portion,
Virusampatti","1.Virusampatti (R.V) And (P) Virusampatti block 1 , 2.Virusampatti (R.V),And (P) Virusampatti Block 2 , 3.Virusampatti (R.V) And (P)
Mamunainapuram Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,353,299,54,Dravida Munnetra Kazhagam,1,4,2,3,7,8,5,6,5.416248746238716,8,35.4062186559679,8.525576730190572,29.98996990972919,23.4704112337011,0.3009027081243731,0.0,1.504513540621865,0.802407221664995,1
241,179,89,273,195,1,10,11,6,0,2,0,1,0,3,0,764,0,1,765,0,241,"Panchayat  Union Primary  School, Vadamalaisamuthiram","1.Poosanoor  (R.V) And (P) Poosanoor  Block1 2.Poosanoor  (R.V) And
(P) Vadamalaisamuthiram Block 2 , 3.Poosanoor  (R.V) And (P) Kumarasakanapuram Block 4 , 4.Poosanoor  (R.V) And (P) M. Velauthapuram Block 5 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,273,195,78,Tamilaga Vettri Kazhagam,3,4,1,2,8,6,5,7,10.20942408376963,6,23.42931937172775,11.64921465968586,35.73298429319372,25.52356020942408,0.1308900523560209,1.308900523560209,1.43979057591623,0.7853403141361256,3
242,246,114,302,197,2,16,20,5,0,0,0,1,0,1,0,902,0,1,903,0,242,"Panchayat  Union Primary  School, New Building, Puliankulam","1.Puliangkulam (R.V) And (P) Puliangkulam Block 1 , 2.Puliangkulam (R.V) And (P) Puliangkulam Block 2 , 3.Puliangkulam (R.V) And (P) ArasanKulan Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,302,246,56,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,6,5,7,6.208425720620843,5,27.27272727272727,12.63858093126386,33.48115299334812,21.84035476718404,0.221729490022173,1.773835920177384,2.217294900221729,0.5543237250554324,0
243,156,131,135,182,0,1,55,9,0,0,1,1,1,2,1,669,0,6,675,0,243,"Panchayat  Union Middle School New Building, Nedunkulam","1.Nedungulam (R.V) And (P) Nedungulam Block 1 , 2.Nedungulam (R.V) And (P) Nedungulam (Thuvaranthai) Block 2 99.OVERSEAS
ELECTORS",General,Tamilaga Vettri Kazhagam,182,156,26,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,8,7,5,6,3.886397608370702,9,23.31838565022422,19.58146487294469,20.17937219730942,27.20478325859492,0.0,0.1494768310911809,8.221225710014949,1.345291479820628,0
244,160,24,211,158,0,2,1,0,0,0,0,0,0,0,0,556,0,0,556,0,244,"T.D.T.A.Middle School West Building,
North Portion V.Vedapatti","1.V.  Vedapatti (R.V) And (P) V. Vedapatti Block 1 , 999.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,211,160,51,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,5,6,7,9.172661870503598,0,28.77697841726619,4.316546762589928,37.94964028776979,28.41726618705036,0.0,0.3597122302158274,0.1798561151079137,0.0,3
245,117,41,209,99,1,2,10,4,0,0,1,1,0,0,1,483,0,3,486,0,245,"T.D.T.A.Middle School West Building,
South Portion, V.Vedapatti","1.V.Vedapatti (R.V) And (P) V.Vedapatti Block 2 , 2.V.Vedappatti (R.V)
And (P) V.Vedappatti Block 3 999.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,209,117,92,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,7,5,6,19.04761904761905,4,24.22360248447205,8.488612836438923,43.2712215320911,20.49689440993789,0.2070393374741201,0.4140786749482402,2.070393374741201,0.8281573498964804,3
246,235,139,343,179,1,0,23,11,2,1,1,2,2,1,0,931,0,1,932,0,246,"Panchayat  Union Primary  School East Portion, Pallakulam","1.Pallakulam (R.V), Nedungulam(P) Pallakulam Block 2 , 2.Pallakulam (R.V), Nedungulam (P) Pallakulam Block 3
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,343,235,108,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,8,5,6,11.60042964554243,11,25.24167561761547,14.93018259935553,36.84210526315789,19.2266380236305,0.1074113856068743,0.0,2.470461868958109,1.181525241675618,0
247,81,24,121,158,0,0,12,4,2,1,0,0,1,0,0,400,0,1,401,0,247,"Hindu Nadar  Middle School West
Building South Portion Kulathur","1.Kulathur  East  (R.V), Kulathur  (P) Kulathur  East  Block 4 ,
999.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,158,121,37,Dravida Munnetra Kazhagam,3,4,2,1,7,7,5,6,9.25,4,20.25,6.0,30.25,39.5,0.0,0.0,3.0,1.0,1
248,132,76,204,315,2,0,26,2,0,0,0,1,0,0,1,757,0,1,758,0,248,"Hindu Nadar  Middle School West
Building North Portion, Kulathur","1.Kulathur  (R.V), Kulathur  (P) Kulathur  North Block 3
999.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,315,204,111,Dravida Munnetra Kazhagam,3,4,2,1,6,8,5,6,14.66314398943197,2,17.43725231175694,10.03963011889036,26.94848084544254,41.6116248348745,0.2642007926023778,0.0,3.434610303830912,0.2642007926023778,1
249,97,53,124,171,0,1,20,4,0,1,0,1,0,2,0,470,0,3,473,0,249,"Hindu Nadar  Middle School East  Block Main Building, Kulathur","1.Kulathur  (R.V), Kulathur  (P) Melakachilapuram Block 1 ,
2.Kulathur  (R.V), Kulathur  (P) Muthuramalingapuram Block 3, Door No.1 to 3, 999.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,171,124,47,Dravida Munnetra Kazhagam,3,4,2,1,8,7,5,6,10.0,4,20.63829787234042,11.27659574468085,26.38297872340425,36.38297872340426,0.0,0.2127659574468085,4.25531914893617,0.851063829787234,0
250,135,9,129,64,0,0,14,4,0,0,0,1,0,1,0,355,0,3,358,1,250,"Hindu Nadar  Middle School West Block,
Kalaigarangam Near, Kulathur","1.Kulathur  (R.V), Kulathur  (P) Muthuramalingapuram Block 3, above
Door  No.4, 999.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,135,129,6,Dravida Munnetra Kazhagam,1,5,2,3,7,7,4,6,1.690140845070422,4,38.0281690140845,2.535211267605634,36.33802816901409,18.02816901408451,0.0,0.0,3.943661971830986,1.126760563380282,2
251,137,90,244,128,0,0,56,11,2,2,0,1,0,4,1,666,0,1,667,0,251,"Hindu Nadar  Middle School West Building South Side, Kulathur","1.Kulathur  North (R.V), Kulathur  (P) Kachilapuram Block 1 ,
2.Kulathur  North (R.V), Kulathur  (P) Ramachandrapuram Block 1,
3.Kulathur  North (R.V), Kulathur  (P) Ramanathapuram Block 1 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,244,137,107,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,7,5,6,16.06606606606606,11,20.57057057057057,13.51351351351351,36.63663663663664,19.21921921921922,0.0,0.0,8.408408408408409,1.651651651651652,0
252,156,54,195,124,1,0,1,5,0,1,0,0,2,2,0,536,0,1,537,0,252,"Panchayat  Union Middle School North
Building K.Subramaniapuram","1.Kulathur  North (R.V), Kulathur  (P) Subramaniyapuram Block 1
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,195,156,39,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,6,8,6,5,7.276119402985075,5,29.1044776119403,10.07462686567164,36.38059701492538,23.13432835820895,0.1865671641791045,0.0,0.1865671641791045,0.9328358208955223,1
253,177,59,148,182,3,0,28,2,0,0,0,1,1,0,0,599,0,5,604,0,253,"Govt  Higher  Secondary  School East  side
North Block, Kulathur","1.Kulathur  South (R.V),Kulathur  (P) Kulathur  South Block 8
99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,182,177,5,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,6,8,5,7,0.8347245409015025,2,29.54924874791319,9.84974958263773,24.70784641068447,30.38397328881469,0.5008347245409015,0.0,4.674457429048414,0.333889816360601,0
254,216,89,225,243,0,1,4,2,0,0,1,0,1,0,0,780,0,1,781,0,254,"Govt  Higher  Secondary  School North Building Central Hall, Kulathur","1.Kulathur  South (R.V), Kulalthur  (P) Kulathur  South Block 9 ,
2.Kulathur  South (R.V),Kulathur  (P) Kulathur  South Block10 ,
3.Kulathur  South (R.V), Kulathur  (P) Kulathur  South Block 11 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,243,225,18,Dravida Munnetra Kazhagam,3,4,2,1,8,7,5,6,2.307692307692308,2,27.69230769230769,11.41025641025641,28.84615384615384,31.15384615384615,0.0,0.1282051282051282,0.5128205128205128,0.2564102564102564,1
255,215,40,216,142,0,5,12,2,1,0,0,0,0,1,0,632,0,1,633,0,255,"Panchayat  Union Primary  School,Mullur","1.Mullur Muthukumarapuram (R.V), Mullur (P) Mullur Block 1 ,
2.Mullur Muthukumarapuram (R.V), Mullur (P) Muthukumarapuram
Block 2 , 3.Mullur Muthukumarapuram (R.V),Mullur (P) Ayyerpatti Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,216,215,1,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,6,5,7,0.1582278481012658,2,34.01898734177215,6.329113924050633,34.17721518987342,22.46835443037975,0.0,0.7911392405063291,1.89873417721519,0.3164556962025317,1
256,218,25,189,129,1,0,1,3,1,0,0,1,0,1,0,566,0,0,566,0,256,"T.N.D.T.A Middle School South side New Building, Kollamparumbu","1.Kollamparambu (R.V) And (P) Kollamparambu Block 1 , 2.Kollamparambu (R.V) And (P) Kollamparambu Block 2
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,218,189,29,Dravida Munnetra Kazhagam,1,4,2,3,6,8,6,5,5.123674911660777,3,38.51590106007068,4.41696113074205,33.39222614840989,22.79151943462898,0.176678445229682,0.0,0.176678445229682,0.5300353356890459,2
257,229,34,239,321,0,0,0,1,0,0,0,0,0,0,0,824,0,4,828,0,257,Panchayat  Union Primary  School East Portion K.Shunmugapuram,"1.K. shunmugapuram (R.V) And (P) K. shunmugapuram block 1, 2.K. Shunmugapuram (R.V) And (P) K. Shunmugapuram Block 2
99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,321,239,82,Dravida Munnetra Kazhagam,3,4,2,1,6,6,6,5,9.951456310679612,1,27.79126213592233,4.12621359223301,29.00485436893204,38.95631067961165,0.0,0.0,0.0,0.1213592233009709,1
258,257,65,204,199,3,8,18,4,0,0,0,0,1,0,2,758,0,2,760,0,258,"Panchayat  Union Primary  School, V.Thalavaipuram","1.D.Duraisamypuram (R.V), Vallinayahipuram (P) Vallinayahipuram block 1 , 2.D.Duraisamypuram (R.V), Vallinayahipuram (P) Venkateshpuram Block 2 , 3.D.Duraisamypuram (R.V), Vallinayahipuram (P) Thalavaipuram Block 3 , 4.D.  Duraisamypuram (R.V), Vallinayahipuram (P) Sakkammalpuram Block 4, 5.D. Duraisamypuram (R.V), Vallinayahipuram (P) Sakkammalpuram Block 5 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,257,204,53,Dravida Munnetra Kazhagam,1,4,2,3,8,6,5,7,6.992084432717678,4,33.90501319261214,8.575197889182059,26.91292875989446,26.2532981530343,0.395778364116095,1.055408970976253,2.37467018469657,0.5277044854881267,1
259,225,86,264,255,5,10,55,13,3,1,0,3,1,2,2,913,0,3,916,0,259,"Hindu Nadar  Primary  School, T.Duraisamy Puram","1.Therkkukalmaydu (R.V) And (P) Therkkukalmaydu Block 1 ,
2.Therkkukalmaydu (R.V) And (P) Melakalmaydu Block 2 , 3.Therkkukalmaydu (R.V) And (P) Pugadupatti duraisamypuram Block 3 , 4.Therkkukalmaydu (R.V) And (P) Duraisamypuram Block 4
, 5.Therkkukalmaydu (R.V) And (P) Sundareswarapuram Block 5
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,264,255,9,Tamilaga Vettri Kazhagam,3,4,1,2,8,7,5,6,0.9857612267250823,13,24.64403066812705,9.41949616648412,28.91566265060241,27.92990142387733,0.547645125958379,1.095290251916758,6.024096385542169,1.423877327491785,0
260,165,26,231,160,0,0,2,5,0,1,0,1,1,2,0,589,0,1,590,0,260,"Panchayat  Union Elementry School
South Building, Vedanattham","1.Vedanatham (R.V) And (P) Vedanatham block 1 , 3.Vedanatham
(R.V) And (P) Vedanatham Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,231,165,66,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,7,6,5,11.20543293718166,5,28.01358234295416,4.414261460101867,39.21901528013582,27.16468590831919,0.0,0.0,0.3395585738539898,0.8488964346349746,3
261,205,29,142,239,0,2,3,2,0,0,0,0,0,1,1,622,0,1,623,0,261,"Panchayat  Union Elementry School, North Building, Vedanattham
Vedanatham","2.Vedanatham (R.V) And (P) Vedanatham Block 2 , 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,239,205,34,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,8,6,5,6,5.466237942122187,2,32.95819935691318,4.662379421221865,22.82958199356913,38.42443729903537,0.0,0.3215434083601286,0.482315112540193,0.3215434083601286,1
262,76,37,334,215,0,3,6,4,0,0,1,0,0,1,1,675,0,2,677,0,262,"Panchayat  Union Middle School, North New Building, Pattinamarudhur","1.Tharuvaikulam (R.V) And (P), &  Pattanamaruthour (R.V) And (P)
Pattanamaruthour Block 1 , 2.Tharuvaikulam (R.V) And (P), & Pattanamaruthour (R.V) And (P) Bhalarpatti Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,334,215,119,Tamilaga Vettri Kazhagam,3,4,1,2,8,7,5,6,17.62962962962963,4,11.25925925925926,5.481481481481482,49.48148148148148,31.85185185185185,0.0,0.4444444444444444,0.8888888888888888,0.5925925925925926,3
263,183,126,230,161,1,0,1,7,0,0,0,1,2,2,0,709,0,1,710,0,263,"T.N.D.T.A .Middle School North East Building, V.Kalukasalapuram Veppalodai","1.Veppalodai (R.V) And (P) North Street Block 1 , 2.Veppalodai (R.V) And (P) Nasavalar  Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,230,183,47,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,6,8,6,5,6.629055007052186,7,25.81100141043724,17.77150916784203,32.44005641748942,22.70803949224259,0.1410437235543018,0.0,0.1410437235543018,0.9873060648801129,0
